Lat,Lon
54.1341,-0.1215806
54.1338861,-0.1207861
54.1320722,-0.1128306
54.13025,-0.1053472
54.1253889,-0.0886111
54.1244806,-0.0863556
54.124275,-0.0843222
54.1239028,-0.0812611
54.1116111,-0.0389417
54.1111167,-0.0272806
54.1112444,-0.025275
54.1113833,-0.0193583
54.1116194,-0.0152667
54.1116222,-0.0110694
54.1116917,-0.0090861
54.1117306,-0.0049167
54.111925,-0.0020639
54.1176472,0.0272444
54.1175972,0.0313167
54.117625,0.0374889
54.1176861,0.0436556
54.1176611,0.0477
54.1178083,0.0497528
54.1179389,0.0537833
54.1179528,0.0560583
54.1178972,0.0599889
54.1178694,0.0640639
54.1178,0.0663667
54.117625,0.0747694
54.1177556,0.0767
54.1178778,0.0827861
54.1178667,0.0869917
54.1176167,0.0911861
54.11765,0.095475
54.1176222,0.1037222
54.1177333,0.1077611
54.1176556,0.1141056
54.1176472,0.1181722
54.1176583,0.1223222
54.1175833,0.1243167
54.1176056,0.1285667
54.1175917,0.1326722
54.1175056,0.1348278
54.1172583,0.1426278
54.1172861,0.1469056
54.1173917,0.1526806
54.1174556,0.1543694
54.1174528,0.1622194
54.1174194,0.1640361
54.1175333,0.1715778
54.1176167,0.1736194
54.117575,0.17925
54.1175139,0.1812722
54.1174194,0.1831139
54.1172667,0.1909667
54.1173222,0.1945778
54.1172,0.2022611
54.1172278,0.2060306
54.1172444,0.2100028
54.1171833,0.213725
54.1171528,0.2176222
54.1171417,0.2213389
54.1174778,0.2251722
54.1172722,0.2346972
54.1171361,0.2405194
54.1174722,0.2481361
54.1171694,0.253825
54.1173861,0.263425
54.1174556,0.2672444
54.117125,0.272975
54.064147605,0.330548629
54.059930103,0.330702402
54.051736844,0.33071278
54.047465223,0.330708503
54.045448576,0.330668587
54.041482579,0.330583226
54.0393145,0.330627017
54.03527902,0.330720944
54.031395606,0.330579088
54.026260611,0.33053107
54.016912332,0.33055311
54.012817371,0.330612686
54.006614929,0.33056728
54.002780152,0.330636406
54.000493316,0.330640648
53.995572539,0.333683726
53.990615146,0.336811089
53.985425815,0.340443457
53.980174595,0.343852755
53.974923313,0.347473509
53.969433102,0.351275521
53.964356685,0.35468006
53.95894451,0.358332159
53.954027244,0.361459664
53.948606055,0.365276109
53.943397102,0.368745392
53.937618607,0.372693149
53.932831857,0.375813276
53.927525753,0.379475107
53.922306443,0.382962531
53.917121833,0.386457955
53.911737067,0.389930427
53.906449446,0.393539389
53.901342437,0.396937083
53.896016846,0.40050082
53.890445305,0.404314629
53.885435099,0.407659204
53.880541087,0.410982361
53.874601078,0.414928763
53.870157228,0.417729483
53.869630378,0.418217535
53.868213137,0.419770742
53.866787629,0.421289236
53.866339935,0.421762919
53.866320296,0.426296153
53.866361574,0.428675241
53.866297373,0.433167564
53.866353999,0.435414079
53.86631878,0.440067782
53.866362776,0.442280994
53.86643395,0.449024482
53.866395665,0.451383625
53.866516779,0.453685109
53.866426209,0.460182057
53.866393547,0.461647145
53.866361698,0.462717118
53.866313711,0.467177751
53.866406228,0.469323377
53.866472382,0.471640983
53.866330379,0.476317846
53.866322987,0.480867716
53.866378194,0.485441029
53.86628387,0.487555828
53.866327258,0.492114973
53.866319295,0.496802557
53.866308746,0.501233747
53.86627355,0.508056629
53.866438259,0.516784928
53.866433606,0.519189312
53.866301475,0.523915924
53.866262577,0.528499677
53.866239224,0.533208808
53.865897538,0.541088689
53.866163397,0.546969111
53.866145315,0.548800802
53.866131399,0.549945467
53.866194296,0.553350546
53.866290735,0.555665572
53.866221956,0.562306949
53.866223168,0.564686146
53.866240413,0.570203256
53.866370027,0.573383376
53.866405198,0.579500825
53.866397805,0.580328667
53.866504207,0.586026456
53.866482158,0.589461659
53.866511847,0.593869343
53.866540994,0.594928548
53.86649198,0.601516671
53.812069715,0.657129547
53.808288047,0.657344826
53.806133117,0.657393066
53.799963302,0.657359909
53.794879416,0.657147778
53.794085087,0.657090116
53.789345881,0.657211882
53.787588921,0.657177345
53.783626756,0.657507776
53.771929585,0.65770467
53.761626344,0.657764134
53.758366992,0.65790376
53.756168071,0.657956506
53.754040969,0.657941117
53.751118495,0.657817714
53.746865642,0.65759215
53.745671425,0.657516768
53.741657485,0.657671112
53.740751013,0.657695495
53.737362116,0.657692122
53.733863084,0.6576439
53.72802041,0.657792324
53.722101744,0.657507689
53.721143026,0.657585024
53.712807666,0.65794854
53.709354427,0.65791874
53.707137018,0.657863965
53.703289112,0.657986299
53.700700832,0.658068773
53.698488387,0.658175081
53.688671936,0.658273793
53.684103218,0.658152578
53.680406996,0.658217356
53.678450279,0.658168473
53.676757146,0.658185866
53.675753502,0.658204887
53.673022132,0.658365709
53.669478695,0.658412852
53.664147479,0.658459624
53.66069489,0.658464357
53.657881086,0.658377315
53.655360456,0.658198251
53.653365129,0.65829654
53.651730738,0.658458093
53.647873688,0.658699208
53.646931337,0.658719208
53.642610879,0.658685255
53.641680639,0.658686199
53.638265297,0.658604356
53.632888945,0.658484236
53.631949106,0.658532691
53.628501459,0.658638099
53.622233811,0.658708079
53.621117493,0.658658625
53.618770397,0.658507166
53.617856618,0.658588556
53.614229233,0.658831456
53.609905519,0.658858207
53.604456163,0.659012131
53.598742321,0.659285612
53.597753435,0.659279263
53.590876044,0.659398912
53.588154869,0.659237083
53.580892633,0.659442293
53.576858898,0.659281521
53.574635912,0.659463757
53.571143828,0.65962538
53.568773286,0.659698785
53.56708612,0.659693338
53.563933171,0.659746184
53.560077091,0.659686653
53.557482974,0.659689554
53.552238832,0.659508567
53.546752718,0.659639467
53.543245292,0.659536221
53.539114642,0.659649019
53.536680089,0.65973381
53.532983359,0.659716991
53.532167178,0.65971503
53.52671374,0.659633408
53.52560799,0.65969841
53.524871021,0.659732804
53.51931832,0.659901482
53.517679524,0.659988593
53.516970329,0.660023362
53.515063476,0.660119771
53.509816283,0.66036139
53.506726033,0.660585453
53.504858271,0.660702828
53.497038746,0.660750988
53.496233588,0.660714138
53.495506811,0.660702554
53.494026183,0.66835728
53.494375185,0.676022522
53.494566097,0.690699789
53.494559664,0.694604312
53.494116302,0.708709849
53.492878355,0.714617792
